0,'i~
1,m
2,tS
3,p
4,g
5,r
6,n
7,i~
8,z
9,w
10,e
11,o~
12,'a~
13,dZ
14,u
15,`o
16,6
17,`i~
18,'i
19,'u~
20,'E
21,j
22,w~
23,d
24,f
25,'o~
26,'u
27,l
28,Z
29,'e~
30,'6
31,s
32,a
33,j~
34,`e~
35,o
36,'6~
37,S
38,J
39,i
40,a~
41,`6
42,`E
43,v
44,L
45,`e
46,u~
47,`u
48,'e
49,6~
50,E
51,b
52,'O
53,`O
54,k
55,'o
56,e~
57,rr
58,t
59,'a
60,O
61,`u~
