0,SOW
1,EOW
2,i
3,'u
4,O
5,v
6,'i~
7,`e
8,w~
9,'e~
10,o~
11,'e
12,g
13,u~
14,S
15,k
16,rr
17,r
18,'a
19,6
20,tS
21,'u~
22,j~
23,d
24,6~
25,'o
26,'a~
27,'o~
28,f
29,j
30,n
31,l
32,i~
33,`O
34,e~
35,'i
36,a
37,e
38,L
39,`u~
40,`o
41,z
42,'6
43,J
44,s
45,Z
46,o
47,`E
48,a~
49,E
50,b
51,dZ
52,p
53,m
54,`e~
55,'6~
56,`6
57,u
58,'O
59,w
60,'E
61,`u
62,`i~
63,t
